"","word","n"
"127","por que ellos estan llenos de pelos",1
"128","por que el perro tiene muchos pelos.",1
"129","por que el perro tiene pelos igual que el gato y la bola de pelos",1
"130","porque el poema refleja la accion de cada persona en una pelota",1
"131","porque en el poema, una pelota de pelos podria ser cualquier cosa peluda",1
"132","por que en mi cabeza tengo cabello",1
"133","por que entre mugre y pelos pues se hace eso :v",1
"134","por que en tu cuerpo tienes pelo por todos lados",1
"135","porque en una parte de su cuerpo que tiene en forma de pelota y esponjosa",1
"136","por que es",1
"137","por que es circular y tiene pelos",1
"138","porque es como bola de pelos",1
"139","por que es como lo interpreto",1
"140","por que es de oro",1
"141","por que es de tela",1
"142","porque es divertido tener una pelota de peloss",1
"143","por que es divertido y causa una emocion feliz",1
"144","porque ese animalito es peludo asi que podria quedar con la frase.",1
"145","porque es esponjado y muy peludo",1
"146","por que es la realidad no hay forma de que sea otra cosa",1
"147","porque es lo que tiene sentido",1
"148","por que es mucho pelo en tu cabeza",1
"149","por que es muy cochino",1
"150","por que es muy jugeton",1
"151","porque eso entiendo yo",1
"152","porque es peluda",1
"153","por que es peludo",1
"154","porque es pequeno y tiene pelo",1
"155","por que es redonda",1
"156","por que es redonda y tiene pelo",1
"157","porque es redonda y tiene pelo",1
"158","por que es redonda y tiene pelos",1
"159","porque es redonda y tienes pelos.",1
"160","porque es redondo",1
"161","porque es redondo y tiene pelo",1
"162","porque es sentido figurado, asi es como habla el poema",1
"163","por que esta abiando de una pelota de cabello",1
"164","porque esta bien peludo",1
"165","por que esta cubierto de pelos",1
"166","porque esta cubierto de pelos",1
"167","por que esta disiendo las cosas que son para toda la familia y es para el perro",1
"168","por que esta gordo y tiene muchos pelos",1
"169","porque esta gordo y tiene pelos y aun que no tengo gatos la mayoria lo son",1
"170","porque esta hecha de puro pelo",1
"171","por que esta llena de pelos",1
"172","por que esta lleno de pelo",1
"173","por que esta lleno de pelo en todo su cuerpo",1
"174","por que esta lleno de pelos",1
"175","porque esta lleno de pelos",1
"176","porque esta lleno de pelos.",1
"177","por que esta muy peludo",1
"178","porque estan cubiertos en pelaje",1
"179","por que estan hechas de hilo-algodon",1
"180","porque estan llenos de pelos y sueltan muchos pelos",1
"181","porque estan muy peludos",1
"182","por que estan peludos",1
"183","porque estan peludos",1
"184","por que esta peludito como cabellos",1
"185","por que esta peludo",1
"186","porque esta peludo",1
"187","por que esta redonda",1
"188","por que estas cosas tienen pelo",1
"189","porque esta tan gordo que parece una pelota de pelos.",1
"190","por que es una bola de hilos con pelos",1
"191","porque es una bola echa de pelos",1
"192","porque es una bola, y tiene pelos",1
"193","porque es una expresion de algo chido",1
"194","por que es una forma de expresar un pensamiento",1
"195","porque es un animal peludo",1
"196","porque es un animal que tiene muchos pelos",1
"197","por que es una volita con pelos",1
"198","porque es un gato obeso",1
"199","por que es unico redondo con pelos",1
"200","porque eta lleno de pelos",1
"201","porque grita",1
"202","porque hasta la fecha cuento con cabello (hablando en sentido literal)",1
"203","porque hay animales que parecen una bola de pelos",1
"204","porque hay muchas personas en el planeta con mucho pelo",1
"205","por que hay mucho pelo en un lugar",1
"206","por que hay muchos pelos",1
"207","porque hay unas especies que tienen pelos para proteger a su mismo.",1
"208","por que hay unos muy peludos y gorditos",1
"209","porque hay viven los pajaros",1
"210","por que igual es un animal con mucho pelo",1
"211","porque igual y a pelos se refiere a muchas cosas, yo creo que es lo mas probable.",1
"212","porque la bola de pelos del gato es redonda como una pelota",1
"213","porque la caracteristica de ambos es tener pelo",1
"214","por que la mayoria de los animales domesticos tienden a ser peludos",1
"215","por que la nesesitavan",1
"216","por que las cabezas parecen pelotas y tienen pelo",1
"217","por que las mascotas normalmente son peludas.",1
"218","porque, las mascotas son peludas",1
"219","porque las mascotas tienen muchos pelos.",1
"220","por que la tela son pelos",1
"221","porque lo conforma una multitud de pelos",1
"222","por que lo dice en sentido figurado",1
"223","porque los animales estan repletos de pelo",1
"224","por que los animales tienen mucho pelo",1
"225","porque los animales tiene pelos",1
"226","porque los cocos tienen pelos",1
"227","porque los cojines generalmente tienen pelo o algo suave y comodo.",1
"228","porque los dos son peludos",1
"229","por que los gatos escupen bolas de pelos",1
"230","por que los gatos son muy peludos y despiden mucho pelo",1
"231","por que los gatos tienen muchos pelos",1
"232","por que los peros tienen pelos",1
"233","por que los perros son muy peludos",1
"234","porque los perros son peludos",1
"235","por que los perros tienen mucho pelo xdxd",1
"236","por que los perros tienen pelos",1
"237","por que los perros tiene pelos",1
"238","por que luego se le suelta mucho pelo y saca bolas de su pelaje",1
"239","porque nada tiene sentido",1
"240","por que ninguna parte mas que en la cabesa hay pelos :v",1
"241","por que no le ayo sentido a otra cosa",1
"242","por que no lo he cepillando",1
"243","porque normalmente existe una expresion acerca de esto",1
"244","por que no se xdxdxdxdxdxd :v ;)",1
"245","porque no te estan dando especificaciones, tu puedes inteerpretarlo como quieras",1
"246","porque otras mascotas tienen pelo",1
"247","porque para mi el pelo que tiene la pelota es como lo corajudo que es mi tio y por sus corajes se ha convertido en una pelota de pelos",1
"248","por que parece que es de pelos",1
"249","por que paren pelos :v",1
"250","por que parese una cama y es acolchonado",1
"251","por que pelos se refiere a mucha cabellera y pelota a persona",1
"252","porque por lo regular los peluches son peludos",1
"253","porque puede estar gordo",1
"254","porque pueden parecer un pelota de pella",1
"255","porque pueden ser gorditos y peludos",1
"256","porque puede que sea un perro o gato con pelos",1
"257","porque puede que su animal puede que tenga un chillido",1
"258","porque puede ser cualquier animal peludo. o tal vez simplemente su papa tiene mucho cabello.",1
"259","porque puede ser que tenga mucho cabello",1
"260","porque puede ser un animal con pelos",1
"261","porque puede ser un animal peludo",1
"262","por que puede ser un cuyo y es una bola de pelos",1
"263","por que pues es un animal muy peludo",1
"264","por que rebota",1
"265","porque se acuestan y se ven como una pelota por todo el pelo que tienen.",1
"266","porque se enreda",1
"267","por que se esponja",1
"268","porque se esponja y se enreda",1
"269","porque se hace una bola y es de pelos",1
"270","porque se hace una pelota con el pelo metaforicamente",1
"271","por que se le pegan al balon",1
"272","por que se le puede pegar todo lo que tenga cerca",1
"273","por que se me enreda muy facilmente",1
"274","por que se podria comparar a una pelota de pelos",1
"275","porque se refiera a distintas personas y cosas con lo de pelota.",1
"276","porque se refiere a un animal o mascota.",1
"277","por que se siente como pelos",1
"278","porque se ven chulos",1
"279","porque siempre se queda ahi el cabello",1
"280","porque sii???? mas que nada",1
"281","porque si lees la oracion completa con la palabra que quieres puede haber infinitas respuestas",1
"282","por que si,y por que asi es la vida",1
"283","porque son aquellos que tienen mucho pelo",1
"284","por que son bolas y tiene sentido",1
"285","por que son bolitas llenas de peluche o pelo",1
"286","por que son feos",1
"287","porque son gorditos que parecen una pelota",1
"288","por que son muy peludos",1
"289","porque son muy peludos y cuando son de un tamano pequeno se pueden parecer a eso.",1
"290","por que sonnexos",1
"291","por que son parecidos",1
"292","porque son peludas",1
"293","por que son peludos.",1
"294","porque son peludos y cuando se duermes se ve como una bola de pelos",1
"295","por que so para jugar con pelos",1
"296","porque sueltan mucha pelusa",1
"297","por que sueltan muchos pelos",1
"298","por que suena bonito:'v",1
"299","por que tal bien puede tener pelos",1
"300","por que talves tiene mucho cabello o se le cae mucho ya sea a el o asus mascotas",1
"301","porque tambien tienen mucho pelo.",1
"302","por que tambien trae melena de cabello",1
"303","por que tanbien es una bola de pelo",1
"304","por que te dan selos de otra bpersona",1
"305","por que te desestresas con una pelota de pelos",1
"306","por que tengo cabello",1
"307","porque tengo cabello y es redonda",1
"308","porque tengo mucho pelo",1
"309","porque tiene demadiado pelo",1
"310","porque tiene forma y pelos",1
"311","por que tiene grasa y con pelo se ven mas como una pelota.",1
"312","por que tiene la forma de una pelota y tiene cabello",1
"313","por que tiene melena",1
"314","porque tiene mucho cabello",1
"315","por que tiene mucho cabello chino",1
"316","por que tiene mucho pello",1
"317","por que tiene mucho pelos",1
"318","porque tiene mucho pelo y esta redondo",1
"319","porque tiene mucho pelo y luego se hacen como bolitas",1
"320","porque tiene mucho pelo y se puede decir de manera exagerada",1
"321","porque tiene muchos pelos en su cuerpo.",1
"322","porque tiene muchos pelos y es gordo",1
"323","por que tiene muchos pikos",1
"324","porque tienen mucho cabello.",1
"325","porque tienen mucho pelage",1
"326","porque tienen mucho pelo",1
"327","porque tienen mucho pelo y pues si estan gordos tendran la forma de una pelota",1
"328","porque tienen muchos pelos",1
"329","porque tienen muchos pelos algunos",1
"330","porque tienen muchos y cuando se acurrucan parecen pelotas.",1
"331","porque tienen pelo.",1
"332","por que tienen pelo en todo el cuerpo",1
"333","porque tienen pelo. son peludos",1
"334","porque tienen pelo y a algunos perros callejeros asi los nombran",1
"335","por que tiene pelaje",1
"336","porque tiene pelo.",1
"337","porque tiene pelos ",1
"338","porque tiene pelos.",1
"339","porque tiene pelos en la parte de su estomago",1
"340","porque tiene pelos, es chiquito ya se parece a una pelota de pelos.",1
"341","por que tiene pelos :v",1
"342","porque tiene pelos y es circular como las pelotas.",1
"343","porque tiene pelos y su craneo es semi circular como las pelotas.",1
"344","por que tiene sentido",1
"345","por que tienes pelos",1
"346","porque tienes pelos",1
"347","por que tiran pelo",1
"348","porque trata decir que es un gato y bomita y saca bolas de pelos",1
"349","por que una cabeza tiene pelos.",1
"350","porque una el pelo no tiene un orden correcto y al estar en una pelota tiene menos orden.",1
"351","porque una pelota de pelos es mucho desastre acumulado.",1
"352","por que un mechon de pelo es una pelota de pelos.",1
"353","por que un perrito parece una bola de pelos",1
"354","porque un perro tiene pelos",1
"355","por su forma redonda y llena en este caso de cabello",1
"356","por ue los perros son muy peludos",1
"357","poruque tiene pelos",1
"358","pq esta llena de pelos",1
"359","pr que es peluda",1
"360","puedes decir que eres una pelota de pelos por que estas todo enredado",1
"361","pues es lo que se me bino ala mente",1
"362","pues es solo una cosa",1
"363","pues la misma palabra te lo dice depende de como lo tomes o lo veas",1
"364","pues por q tiene pelos alv",1
"365","pues por que son puros pelos",1
"366","pues por que sueltan muchos pelos",1
"367","pues se llena de pelos",1
"368","pues tienen pelos",1
"369","pues yo digo por que es como la cabeza",1
"370","qew",1
"371","r1gf3",1
"372","se enreda mucho",1
"373","se refiere a un ser peludo",1
"374","seria una manera de expresar un gato pero con un tanto de sentido figurado",1
"375","si",1
"376","son muy peludos",1
"377","sueltan pelos",1
"378","sus ramas pequenas hacen que paresa cabello",1
"379","tiene cadello",1
"380","tiene cualidades impresionantes",1
"381","tiene mucha pelo mis pies",1
"382","tiene muchas pelos",1
"383","tiene mucho cabello",1
"384","tienen mucho pelaje",1
"385","tienen muco pelo encima",1
"386","tienen pelo",1
"387","tienen pelos",1
"388","tienen una melena peluda",1
"389","tiene pelo",1
"390","tiene pelos en los brasos",1
"391","tiene pelos y esta gordito",1
"392","todo eso esta lleno de pelos",1
"393","xk esas pelotas tienencomo pelusita",1
"394","xk es de oro",1
"395","xq tienen pelos y se enredad y puede ser una pelota de pelos",1
"396","x si",1
"397","ya que es gordo y peludo",1
"398","ya que es una persona que cae bien",1
"399","yes",1
"400","y que es la principal pelota",1
