b1_frase,b1_tipo,b1_ruta,c1_b1,c2_b1,c3_b1,c4_b1,b1,b2_frase,b2_tipo,b2_ruta,c1_b2,c2_b2,c3_b2,c4_b2,b2,b3_frase,b3_tipo,b3_ruta,c1_b3,c2_b3,c3_b3,c4_b3,b3,b4_frase,b4_tipo,b4_ruta,c1_b4,c2_b4,c3_b4,c4_b4,b4,b5_frase,b5_tipo,b5_ruta,c1_b5,c2_b5,c3_b5,c4_b5,b5,b6_frase,b6_tipo,b6_ruta,c1_b6,c2_b6,c3_b6,c4_b6,b6,b7_frase,b7_tipo,b7_ruta,c1_b7,c2_b7,c3_b7,c4_b7,b7,b8_frase,b8_tipo,b8_ruta,c1_b8,c2_b8,c3_b8,c4_b8,b8,b9_frase,b9_tipo,b9_ruta,c1_b9,c2_b9,c3_b9,c4_b9,b9,b10_frase,b10_tipo,b10_ruta,c1_b10,c2_b10,c3_b10,c4_b10,b10,b11_frase,b11_tipo,b11_ruta,c1_b11,c2_b11,c3_b11,c4_b11,b11,b12_frase,b12_tipo,b12_ruta,c1_b12,c2_b12,c3_b12,c4_b12,b12,b13_frase,b13_tipo,b13_ruta,c1_b13,c2_b13,c3_b13,c4_b13,b13,b14_frase,b14_tipo,b14_ruta,c1_b14,c2_b14,c3_b14,c4_b14,b14,b15_frase,b15_tipo,b15_ruta,c1_b15,c2_b15,c3_b15,c4_b15,b15,b16_frase,b16_tipo,b16_ruta,c1_b16,c2_b16,c3_b16,c4_b16,b16,b17_frase,b17_tipo,b17_ruta,c1_b17,c2_b17,c3_b17,c4_b17,b17,b18_frase,b18_tipo,b18_ruta,c1_b18,c2_b18,c3_b18,c4_b18,b18,b19_frase,b19_tipo,b19_ruta,c1_b19,c2_b19,c3_b19,c4_b19,b19,b20_frase,b20_tipo,b20_ruta,c1_b20,c2_b20,c3_b20,c4_b20,b20,b21_frase,b21_tipo,b21_ruta,c1_b21,c2_b21,c3_b21,c4_b21,b21,b22_frase,b22_tipo,b22_ruta,c1_b22,c2_b22,c3_b22,c4_b22,b22,b23_frase,b23_tipo,b23_ruta,c1_b23,c2_b23,c3_b23,c4_b23,b23,b24_frase,b24_tipo,b24_ruta,c1_b24,c2_b24,c3_b24,c4_b24,b24,b25_frase,b25_tipo,b25_ruta,c1_b25,c2_b25,c3_b25,c4_b25,b25,b26_frase,b26_tipo,b26_ruta,c1_b26,c2_b26,c3_b26,c4_b26,b26,b27_frase,b27_tipo,b27_ruta,c1_b27,c2_b27,c3_b27,c4_b27,b27
estrellas de cristal,m_ff,ml,fragil,romperse facil,0,0,3,piernas de acero,m_ff,ml,fuerte,ejercicio,trabajo,0,3,ojos de miel,m_ff,ml,color,0,0,0,3,vestidos de tela,l_ff,l,tela,fabricada,0,0,3,sobre de papel,l_ff,l,sobre el papel,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,aml,hermoso,0,0,0,3,calendario de zacate,a_ff,a,calendario,zacate,0,0,3,escobas de cristal,a_ff,al,0,0,0,0,3,escultura de piedra,l_fp,l,posibles,lugares,estatua,0,3,carbon ardiente,l_fp,l,inflamable,arde,0,0,3,comida salada,l_fp,l,paladar,0,0,0,3,alma de hierro,m_fp,m,fuerte,valiente,0,0,3,ojos amargos,m_fp,m,enojo,0,0,0,3,abrazos suaves,m_fp,m,carisia,fuerza,0,0,3,banqueta abrigadora,a_fp,a,solo,frio,0,0,3,calceta de plata,a_fp,a,valor,rico,0,0,3,lapiz sin sabor,a_fp,al,normal,0,0,0,3,la silla ya llego,a_mt,a,sin sentido,no logica,0,0,3,la cebolla llega,a_mt,a,amargo,imaginar,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,rapido,0,0,0,3,las gaviotas vuelan,l_mt,l,vuela,alas,0,0,3,el tren viaja,l_mt,l,ruedas,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,oscuro,anocheser,0,0,3,los dias corren,m_mt,m,fin del mundom,biblia,0,0,3
estrellas de cristal,m_ff,ml,tallar,cristal,0,0,3,piernas de acero,m_ff,ml,resistentes,remplazar,0,0,3,ojos de miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,ropa,comercio,0,0,3,sobre de papel,l_ff,l,hoja,venta,sobres,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,derriten,pegan,0,0,3,calendario de zacate,a_ff,a,calendario,zacate,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,retrato,dioses,0,0,3,carbon ardiente,l_fp,l,quemar,carbon,cocinar,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,ml,no sentimental,0,0,0,3,ojos amargos,m_fp,m,dolor,sufrir,0,0,3,abrazos suaves,m_fp,m,0,0,0,0,3,banqueta abrigadora,a_fp,al,tapar,cobija,0,0,3,calceta de plata,a_fp,a,posible,implante,robot,0,3,lapiz sin sabor,a_fp,am,persona sin valor,0,0,0,3,la silla ya llego,a_mt,a,llegar,caminar,0,0,3,la cebolla llega,a_mt,a,comida,cebolla,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,dedicarse,0,0,0,3,las gaviotas vuelan,l_mt,l,vuela,cielo,alas,0,3,el tren viaja,l_mt,l,fabrica,0,0,0,3,el tiempo alcanza,m_mt,m,0,0,0,0,3,la noche llega,m_mt,m,oscuro,luna,0,0,3,los dias corren,m_mt,m,rapido,tiempo,0,0,3
estrellas de cristal,m_ff,ml,congelado,palabra,mundo real,0,3,piernas de acero,m_ff,ml,fuerte,ejercicio,0,0,3,ojos de miel,m_ff,m,amor,0,0,0,3,vestidos de tela,l_ff,l,tela,0,0,0,3,sobre de papel,l_ff,l,hoja,hechos anteriormente,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,ami,comodos,0,0,0,3,calendario de zacate,a_ff,a,calendario,zacate,dificl de manejar,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,artesania,representacion,0,0,3,carbon ardiente,l_fp,l,prende,caliente,0,0,3,comida salada,l_fp,lm,persona que se amarga,0,0,0,3,alma de hierro,m_fp,m,sentimientos,0,0,0,3,ojos amargos,m_fp,m,amargado,tristeza,0,0,3,abrazos suaves,m_fp,m,nubes,suave,0,0,3,banqueta abrigadora,a_fp,al,casa,0,0,0,3,calceta de plata,a_fp,a,calceta,plata,inventar,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,al,sola,fantasma,0,0,3,la cebolla llega,a_mt,a,cebolla,cosecha,comida,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,olimpicas,0,0,0,3,las gaviotas vuelan,l_mt,l,animal,vuela,0,0,3,el tren viaja,l_mt,lm,camino,0,0,0,3,el tiempo alcanza,m_mt,m,medir,0,0,0,3,la noche llega,m_mt,ml,cielo,negro,oscuro,planeta,3,los dias corren,m_mt,m,rapido,tiempo,0,0,3
estrellas de cristal,m_ff,m,brillantes,bellas,0,0,3,piernas de acero,m_ff,ml,fuerte,ejercicio,0,0,3,ojos de miel,m_ff,ml,brillante,0,0,0,3,vestidos de tela,l_ff,l,prenda,tela,0,0,3,sobre de papel,l_ff,l,sobre el papel,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,al,calzado,vegano,0,0,3,calendario de zacate,a_ff,a,calendario,zacate,0,0,3,escobas de cristal,a_ff,a,brillante,fragil,0,0,3,escultura de piedra,l_fp,l,figura en la piedra,0,0,0,3,carbon ardiente,l_fp,l,prende,combustible,fuego,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,sin sentimientos,0,0,0,3,ojos amargos,m_fp,ma,apatia,tristeza,no es posible,0,3,abrazos suaves,m_fp,m,0,0,0,0,3,banqueta abrigadora,a_fp,aml,ayudar,dormir,0,0,3,calceta de plata,a_fp,a,caceta,porta calceta,plata,incomodas,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,trasladar,vida,0,0,3,la cebolla llega,a_mt,a,cebolla,llego,aventar,0,3,los hornos se acercan,a_mt,a,calor,expande,0,0,3,los atletas corren,l_mt,l,en forma,0,0,0,3,las gaviotas vuelan,l_mt,l,vuela,alas,0,0,3,el tren viaja,l_mt,l,rapido,0,0,0,3,el tiempo alcanza,m_mt,mlm,oro,trabajo,0,0,3,la noche llega,m_mt,mi,tarde,oscuro,noche,peligro,3,los dias corren,m_mt,m,rapido,0,0,0,3
estrellas de cristal,m_ff,ml,vidrio,0,0,0,3,piernas de acero,m_ff,ml,fuerte,ejercicio,0,0,3,ojos de miel,m_ff,m,dorado,0,0,0,3,vestidos de tela,l_ff,l,material,existen,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,ostras,0,0,0,3,zapatos de miel,a_ff,al,tela,liquido,0,0,3,calendario de zacate,a_ff,a,pasto,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,escultura,hierro,0,0,3,carbon ardiente,l_fp,l,troco,quemar,aliente,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,voluntad fuerte,metafora,0,0,3,ojos amargos,m_fp,m,cansancio,0,0,0,3,abrazos suaves,m_fp,m,delicadeza,carino,tierno,0,3,banqueta abrigadora,a_fp,aml,sueter,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,ala,irse,0,0,0,3,la cebolla llega,a_mt,a,mercado,temporada,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,deporte,0,0,0,3,las gaviotas vuelan,l_mt,l,vuela,ave,0,0,3,el tren viaja,l_mt,l,traslada,0,0,0,3,el tiempo alcanza,m_mt,ml,tarde,0,0,0,3,la noche llega,m_mt,m,noche,0,0,0,3,los dias corren,m_mt,m,rapido,tiempo,horas,0,3
estrellas de cristal,m_ff,ml,cristal,calor,0,0,3,piernas de acero,m_ff,ml,duro,ejercicio,0,0,3,ojos de miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,telas,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,brillante,0,0,0,3,zapatos de miel,a_ff,aml,resbalarse,0,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,arte,escultores,0,0,3,carbon ardiente,l_fp,l,carbon,quemar,caliente,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,fuerte,situaciones dificiles,0,0,3,ojos amargos,m_fp,m,mal,sentirse,0,0,3,abrazos suaves,m_fp,m,delicadeza,0,0,0,3,banqueta abrigadora,a_fp,al,pisar,plana,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,ala,setarse,0,0,0,3,la cebolla llega,a_mt,a,llego,cebolla,taer,0,3,los hornos se acercan,a_mt,a,robot,0,0,0,3,los atletas corren,l_mt,lm,suenos,0,0,0,3,las gaviotas vuelan,l_mt,l,ave,alas,0,0,3,el tren viaja,l_mt,l,traslada,0,0,0,3,el tiempo alcanza,m_mt,ml,falta,0,0,0,3,la noche llega,m_mt,m,oscuro,sol,0,0,3,los dias corren,m_mt,m,pasan,ciclo,0,0,3
estrellas de cristal,m_ff,m,brillantes,0,0,0,3,piernas de acero,m_ff,ml,no pasa nada,dificil,0,0,3,ojos de miel,m_ff,m,bonito,0,0,0,3,vestidos de tela,l_ff,l,tela,cocen,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,al,objeto,derretir,cristalizar,calor,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,al,decoracion,0,0,0,3,escultura de piedra,l_fp,l,escultura,existen,0,0,3,carbon ardiente,l_fp,l,caliente,temperatura elevada,carbon,combustible,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,fuerte,0,0,0,3,ojos amargos,m_fp,ma,amargo,0,0,0,3,abrazos suaves,m_fp,m,controlar,0,0,0,3,banqueta abrigadora,a_fp,al,abandonadas,huerfanas,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,aml,disponible,0,0,0,3,la cebolla llega,a_mt,a,cebolla,tierra,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,ejercicio,0,0,0,3,las gaviotas vuelan,l_mt,l,vuela,viajar,0,0,3,el tren viaja,l_mt,l,traslada,0,0,0,3,el tiempo alcanza,m_mt,ml,0,0,0,0,3,la noche llega,m_mt,m,oscuro,dia,0,0,3,los dias corren,m_mt,m,rapido,tiempo,dia,0,3
estrellas de cristal,m_ff,ml,cristal,frio,0,0,3,piernas de acero,m_ff,m,fuerte,ejercicio,0,0,3,ojos color miel,m_ff,m,bonito,0,0,0,3,vestidos de tela,l_ff,l,tela,diferentes,tipos,0,3,sobre de papel,l_ff,lm,pensamientos delicados,0,0,0,3,collares de perlas,l_ff,l,esferas,0,0,0,3,zapatos de miel,a_ff,al,se derrite,0,0,0,3,calendario de zacate,a_ff,a,tiempo,0,0,0,3,escobas de cristal,a_ff,al,0,0,0,0,3,escultura de piedra,l_fp,l,arte,figuras,0,0,3,carbon ardiente,l_fp,l,carbon,caliente,arde,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,no duele,valiente,0,0,3,ojos amargos,m_fp,m,ver no te gusta,expresion,0,0,3,abrazos suaves,m_fp,m,carino,0,0,0,3,banqueta abrigadora,a_fp,am,segura,0,0,0,3,calceta de plata,a_fp,am,suerte,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,al,disponible,0,0,0,3,la cebolla llega,a_mt,a,cebolla,llego,no sentido,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,entrenamiento,0,0,0,3,las gaviotas vuelan,l_mt,l,gaviota,vuela,aire,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,tiempo,se va,importante,0,3,la noche llega,m_mt,m,noche,0,0,0,3,los dias corren,m_mt,m,pasan,ano,0,0,3
estrellas de cristal,m_ff,ma,metafora,cristal,0,0,3,piernas de acero,m_ff,m,refencia,fuerte,duro,protesis,3,ojos color miel,m_ff,m,bonito,0,0,0,3,vestidos de tela,l_ff,l,tela,material,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,al,no posible,no forma,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,escultura,0,0,0,3,carbon ardiente,l_fp,l,llamas,carbon,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,frio,0,0,0,3,ojos amargos,m_fp,m,enojo,referencia,0,0,3,abrazos suaves,m_fp,m,carino,0,0,0,3,banqueta abrigadora,a_fp,aml,caliente,dormir,0,0,3,calceta de plata,a_fp,al,0,0,0,0,3,lapiz sin sabor,a_fp,a,madera,0,0,0,3,la silla ya llego,a_mt,alm,apodo,0,0,0,3,la cebolla llega,a_mt,a,cebolla,no camina,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,carrera,0,0,0,3,las gaviotas vuelan,l_mt,l,gaviota,vuela,capacidad,0,3,el tren viaja,l_mt,l,maquina,0,0,0,3,el tiempo alcanza,m_mt,m,tiempo,0,0,0,3,la noche llega,m_mt,ml,oscuro,0,0,0,3,los dias corren,m_mt,0,semana,0,0,0,3
estrellas de cristal,m_ff,ml,brillantes,gases,elementos,0,3,piernas de acero,m_ff,m,fuerte,0,0,0,3,ojos color miel,m_ff,ma,color,0,0,0,3,vestidos de tela,l_ff,l,tela,ropa,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,comodos,0,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,lm,quietas,pesadas,no hablan,0,3,carbon ardiente,l_fp,lm,enojado,cualidad,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,ml,fuerte,0,0,0,3,ojos amargos,m_fp,m,sentimientos,0,0,0,3,abrazos suaves,m_fp,m,alegre,0,0,0,3,banqueta abrigadora,a_fp,al,pesan,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,a,cebolla,no movimiento,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,ejercicio,0,0,0,3,las gaviotas vuelan,l_mt,l,ave,vuela,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,tiempo,alcanza,0,0,3,la noche llega,m_mt,ml,noche,0,0,0,3,los dias corren,m_mt,m,0,0,0,0,3
estrellas de cristal,m_ff,ml,adorno,0,0,0,3,piernas de acero,m_ff,m,fuerte,0,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,ropa,usa,bailes,venta,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,joya,hermoso,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,talladas,artistas,0,0,3,carbon ardiente,l_fp,l,quema,caliente,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,fuerte,0,0,0,3,ojos amargos,m_fp,m,feo,0,0,0,3,abrazos suaves,m_fp,m,viejito,0,0,0,3,banqueta abrigadora,a_fp,al,proteger,0,0,0,3,calceta de plata,a_fp,am,valor,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,ad,discriminacion,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,carreras,0,0,0,3,las gaviotas vuelan,l_mt,lt,ave,vuela,gaviota,alas,3,el tren viaja,l_mt,l,carga,0,0,0,3,el tiempo alcanza,m_mt,m,tiempo,objetivo,0,0,3,la noche llega,m_mt,m,noche,se va,dia,0,3,los dias corren,m_mt,m,referencia,pasan,0,0,3
estrellas de cristal,m_ff,ml,brillantes,cristal,0,0,3,piernas de acero,m_ff,m,fuerte,0,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,tela.,textil,fabricar,ropa,3,sobre de papel,l_ff,lm,sobre la mesa,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,am,color,0,0,0,3,calendario de zacate,a_ff,a,duro,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,real,dimensiones,moldear,figuras,3,carbon ardiente,l_fp,l,fuego,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,fuertes,0,0,0,3,ojos amargos,m_fp,ml,animal,0,0,0,3,abrazos suaves,m_fp,m,tierno,0,0,0,3,banqueta abrigadora,a_fp,am,frio,dios,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,a,0,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,lm,sueno,0,0,0,3,las gaviotas vuelan,l_mt,l,vuela,ave,gaviota,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,tiempo,0,0,0,3,la noche llega,m_mt,m,cielo,oscurecer,0,0,3,los dias corren,m_mt,m,rapido,0,0,0,3
estrellas de cristal,m_ff,m,brillantes,claro,transparente,color claro,3,piernas de acero,m_ff,m,fuerte,0,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,lm,mujeres,bonito,0,0,3,sobre de papel,l_ff,l,carta,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,am,color,0,0,0,3,calendario de zacate,a_ff,a,ocupado,0,0,0,3,escobas de cristal,a_ff,al,hacerse,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,ml,no sentir,0,0,0,3,ojos amargos,m_fp,m,expresion,0,0,0,3,abrazos suaves,m_fp,m,calido,0,0,0,3,banqueta abrigadora,a_fp,am,abrigada,0,0,0,3,calceta de plata,a_fp,al,fina,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,a,0,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,ave,vuela,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,acomodar,administrar,0,0,3,la noche llega,m_mt,m,anocheser,naturaleza,0,0,3,los dias corren,m_mt,m,rapido,0,0,0,3
estrellas de cristal,m_ff,m,brillante,0,0,0,3,piernas de acero,m_ff,ml,fuerte,0,0,0,3,ojos color miel,m_ff,m,bonito,color,0,0,3,vestidos de tela,l_ff,l,tela,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,regalo,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,a,raro,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,ml,resiste,0,0,0,3,ojos amargos,m_fp,m,negro,0,0,0,3,abrazos suaves,m_fp,m,calido,0,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,madera,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,a,olor,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,carreras,0,0,0,3,las gaviotas vuelan,l_mt,lm,libertad,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,dicho popular,0,0,0,3,la noche llega,m_mt,ml,noche,ciclo,0,0,3,los dias corren,m_mt,ml,apellido,0,0,0,3
estrellas de cristal,m_ff,ml,foco,corazon,0,0,3,piernas de acero,m_ff,ml,fuerte,protesis,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,documentos,0,0,0,3,collares de perlas,l_ff,l,comprar,0,0,0,3,zapatos de miel,a_ff,am,color claro,0,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,ml,0,0,0,0,3,ojos amargos,m_fp,m,intenso,0,0,0,3,abrazos suaves,m_fp,ml,camisa,chido,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,am,alguien te hace sentir mal,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,no alcanza,0,0,0,3,la noche llega,m_mt,m,tiempo,se acaba,fin,0,3,los dias corren,m_mt,m,rapido,un decir,0,0,3
estrellas de cristal,m_ff,m,cristalino,blanco,0,0,3,piernas de acero,m_ff,m,fuerte,0,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,maldito,0,0,0,3,zapatos de miel,a_ff,a,0,0,0,0,3,calendario de zacate,a_ff,a,0,0,0,0,3,escobas de cristal,a_ff,a,0,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,fuerte,0,0,0,3,ojos amargos,m_fp,m,cebolla,0,0,0,3,abrazos suaves,m_fp,ma,carino,0,0,0,3,banqueta abrigadora,a_fp,a,0,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,a,0,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,0,0,0,0,3,las gaviotas vuelan,l_mt,l,alas,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,limitado,suficiente,0,0,3,la noche llega,m_mt,m,0,0,0,0,3,los dias corren,m_mt,m,rapido,0,0,0,3
estrellas de cristal,m_ff,m,brillante,0,0,0,3,piernas de acero,m_ff,ml,fuerte,0,0,0,3,ojos color miel,m_ff,m,color,0,0,0,3,vestidos de tela,l_ff,l,0,0,0,0,3,sobre de papel,l_ff,l,0,0,0,0,3,collares de perlas,l_ff,l,0,0,0,0,3,zapatos de miel,a_ff,a,amarillo,0,0,0,3,calendario de zacate,a_ff,a,complicado,0,0,0,3,escobas de cristal,a_ff,a,palo,0,0,0,3,escultura de piedra,l_fp,l,0,0,0,0,3,carbon ardiente,l_fp,l,0,0,0,0,3,comida salada,l_fp,l,0,0,0,0,3,alma de hierro,m_fp,m,donald trump,0,0,0,3,ojos amargos,m_fp,m,llorar,problemas,0,0,3,abrazos suaves,m_fp,m,sutil,0,0,0,3,banqueta abrigadora,a_fp,am,segura,0,0,0,3,calceta de plata,a_fp,a,0,0,0,0,3,lapiz sin sabor,a_fp,a,0,0,0,0,3,la silla ya llego,a_mt,a,0,0,0,0,3,la cebolla llega,a_mt,am,estacion del ano,0,0,0,3,los hornos se acercan,a_mt,a,0,0,0,0,3,los atletas corren,l_mt,l,agiles,rapido,0,0,3,las gaviotas vuelan,l_mt,l,0,0,0,0,3,el tren viaja,l_mt,l,0,0,0,0,3,el tiempo alcanza,m_mt,m,alcanza,0,0,0,3,la noche llega,m_mt,m,acabo,0,0,0,3,los dias corren,m_mt,m,rapido,0,0,0,3
