,por_que_pelota_que_canta_count,explica_lo_que_quiere_decir_mi_hermanito_es_una_pelota_de_gritos_count,que_otra_cosa_podria_ser_una_pelota_de_pelos_count,explica_tu_respuesta_en_la_frase_pelota_de_plata_count,c1t_count,c2t_count,c3t_count,c4t_count,c5t_count,c6t_count,que_significa_1_count,por_que_crees_que_si_o_no_es_posible_1_count,que_significa_2_count,por_que_crees_que_si_o_que_no_es_posible_2_count,que_significa_3_count,por_que_crees_que_si_o_que_no_es_posible_3_count,que_significa_4_count,por_que_crees_que_si_o_que_no_es_posible_4_count,que_significa_5_count,por_que_crees_que_si_o_que_no_es_posible_5_count,que_significa_6_count,por_que_crees_que_si_o_que_no_es_posible_6_count,que_significa_7_count,por_que_crees_que_si_o_que_no_es_posible_7_count,que_significa_8_count,por_que_crees_que_si_o_que_no_es_posible_8_count,que_significa_9_count,por_que_crees_que_si_o_que_no_es_posible_9_count,suma_total
120,6,13,8,9,1,1,1,1,3,3,4,7,4,3,5,8,9,5,7,3,5,4,3,6,1,2,2,3,127
121,29,18,7,17,14,21,12,9,14,27,16,23,9,12,16,21,12,12,8,13,6,10,6,6,6,8,4,5,361
122,3,2,4,5,5,4,8,6,2,4,4,3,2,1,5,3,2,0,2,5,1,3,1,1,1,1,1,1,80
123,9,6,5,11,8,5,6,6,3,4,8,0,5,0,0,0,3,3,0,0,0,0,7,3,0,0,4,1,97
124,2,5,2,0,1,1,5,3,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
125,5,5,2,6,3,1,1,1,2,6,3,9,5,6,0,0,4,4,0,0,4,7,5,6,4,4,4,2,99
126,8,7,2,13,1,1,1,1,2,6,5,17,7,8,0,0,6,9,0,0,5,6,4,6,6,4,4,15,144
127,6,13,8,9,4,3,9,8,4,8,6,5,8,3,0,5,11,4,7,4,3,4,8,4,4,4,7,4,163
128,7,8,4,3,7,5,8,4,2,3,3,10,5,5,9,3,6,3,4,3,2,3,3,4,2,5,7,3,131
129,9,3,2,7,1,1,1,4,1,5,6,7,6,8,6,27,4,12,6,10,5,20,8,23,5,8,6,13,214
130,5,4,5,4,2,1,1,1,1,5,11,12,6,6,8,8,7,6,6,6,5,5,4,7,5,5,3,8,147
131,4,9,2,7,2,2,3,3,7,3,2,9,4,7,1,2,6,10,5,11,5,12,1,7,6,5,5,13,153
132,12,5,2,4,2,1,1,1,2,4,2,7,2,4,0,6,3,6,4,8,5,5,4,8,5,4,5,5,117
133,9,5,4,3,1,2,5,1,2,4,6,14,7,7,7,27,6,22,11,30,14,32,11,39,5,13,7,48,342
134,16,6,3,10,28,5,11,6,8,5,11,7,7,5,5,7,5,7,4,16,3,7,7,10,5,8,4,16,232
135,9,6,2,9,6,6,2,5,2,7,9,7,11,10,5,13,8,23,8,24,8,20,6,12,6,8,11,15,258
136,11,8,2,15,2,6,6,3,4,5,4,19,7,7,6,12,10,13,8,9,7,28,9,15,12,7,7,19,261
137,23,12,2,11,1,3,7,8,17,6,9,14,19,11,12,15,8,8,14,11,6,6,6,8,9,8,7,16,277
138,8,10,4,6,1,4,1,1,3,14,3,11,4,12,7,12,4,13,7,11,9,16,4,9,9,8,5,23,219
139,13,11,2,12,6,14,12,13,22,16,13,9,12,6,6,9,11,4,14,5,6,5,4,10,6,3,5,3,252
140,4,5,5,7,1,1,3,3,2,9,4,11,10,2,3,4,3,4,3,5,8,4,0,0,0,10,7,12,130
141,12,4,5,4,1,3,3,3,7,10,5,11,1,9,0,6,6,6,4,12,9,10,9,14,4,10,3,4,175
142,12,5,5,7,2,5,5,4,3,5,23,14,21,9,6,16,8,9,7,20,12,15,6,14,7,15,9,18,282
143,4,10,4,7,2,3,1,1,3,4,5,9,9,7,11,7,11,4,9,4,6,3,5,8,9,4,3,8,161
144,11,20,2,11,1,5,10,10,12,32,13,15,8,8,4,10,8,7,4,14,0,10,0,8,6,4,9,13,255
145,6,4,3,9,4,7,5,6,7,6,6,7,6,5,0,4,11,9,5,7,0,4,0,4,7,8,3,3,146
146,0,4,2,8,3,4,6,6,7,10,15,16,3,9,8,6,7,19,8,12,7,23,6,7,5,7,9,6,223
147,5,5,2,2,4,4,5,2,5,6,9,6,4,6,8,4,5,6,6,7,8,4,5,5,7,7,5,4,146
148,14,8,0,4,4,3,9,3,11,13,2,18,4,5,8,10,6,5,6,8,2,11,7,11,4,6,6,4,192
149,11,5,5,12,4,3,8,3,9,6,6,9,5,9,7,10,7,9,10,14,5,16,11,7,6,14,3,10,224
150,15,4,5,4,1,1,2,1,11,6,3,11,14,6,14,8,10,13,3,9,5,16,5,15,11,18,18,26,255
151,7,6,2,13,1,1,1,3,5,5,9,11,4,12,4,4,4,13,3,6,7,5,7,4,10,9,7,12,175
152,13,14,1,14,3,1,5,1,6,5,10,7,5,8,3,6,4,5,6,7,6,9,6,5,9,7,6,5,177
153,8,7,4,6,3,4,21,6,40,73,2,12,8,5,6,10,6,11,3,6,6,8,4,6,5,5,6,5,286
154,2,5,4,3,2,2,2,1,3,5,4,7,4,8,3,7,4,5,3,8,4,4,4,5,4,3,3,7,116
155,5,7,9,7,1,4,5,3,14,4,8,14,14,23,12,20,9,14,15,20,15,12,8,8,6,7,8,3,275
156,8,3,6,10,3,3,2,6,6,6,4,10,4,8,6,6,18,1,7,1,5,1,3,8,7,5,8,14,169
157,3,2,0,5,1,1,1,1,1,4,2,3,0,2,2,4,1,0,2,0,2,0,0,2,1,2,1,3,46
158,5,6,2,0,3,5,10,7,5,8,3,6,2,6,4,10,4,6,4,7,2,8,4,7,4,9,3,5,145
159,4,3,3,5,1,3,2,6,8,7,6,7,8,7,5,3,10,6,7,6,5,7,5,5,5,5,3,9,151
160,6,5,2,6,1,2,2,2,15,6,8,12,6,9,6,9,9,11,7,11,7,6,7,8,6,9,6,12,196
161,12,7,4,5,2,1,6,5,6,4,14,6,8,8,0,7,6,12,12,4,12,4,0,4,6,2,6,2,165
162,6,8,2,5,2,2,8,2,5,5,6,10,8,4,7,8,3,8,3,9,2,8,3,6,3,8,3,12,156
163,13,6,2,12,2,2,5,4,5,7,11,7,7,15,7,11,9,13,8,16,6,12,5,8,7,9,7,8,224
164,6,4,2,8,2,6,2,4,6,6,10,13,6,10,8,11,8,9,4,11,7,9,6,7,10,9,5,7,196
165,6,10,6,7,4,5,3,4,9,6,10,18,20,19,9,11,7,8,5,12,14,12,3,7,4,13,4,11,247
166,4,4,1,6,4,2,3,3,4,5,12,9,8,8,6,6,8,13,7,9,8,7,7,9,6,7,5,10,181
167,3,6,2,8,5,6,13,8,4,5,10,7,6,8,4,4,13,13,9,7,9,12,9,9,9,12,11,14,226
168,4,3,4,4,5,3,1,1,2,2,5,8,8,4,5,0,3,8,3,5,0,5,0,5,4,3,0,0,95
169,3,3,2,5,1,1,1,1,2,7,3,7,7,4,4,7,5,4,5,8,5,4,5,6,2,6,3,4,115
170,8,6,4,11,3,3,4,4,1,5,3,4,14,2,7,5,10,10,4,10,0,3,6,6,8,8,8,13,170
171,8,5,1,12,2,1,1,1,5,5,3,4,5,4,4,5,7,6,10,5,5,7,5,5,3,4,6,4,133
172,4,8,5,22,3,2,1,4,2,6,3,1,12,1,5,1,7,1,5,1,0,1,0,1,3,1,4,1,105
173,7,5,2,5,3,5,4,3,4,7,3,10,7,7,2,7,7,8,3,17,6,18,5,12,6,3,9,8,183
174,7,6,8,12,1,3,3,3,4,8,4,19,7,9,7,14,7,12,12,20,7,18,6,17,9,9,7,14,253
175,7,9,2,5,3,4,3,4,4,8,7,12,7,10,11,17,7,6,8,4,6,7,11,7,11,5,4,10,199
176,5,6,2,1,1,2,1,1,2,5,3,6,6,6,0,13,6,8,7,2,0,0,0,6,0,6,5,8,108
177,14,7,5,13,3,1,4,4,6,4,2,10,4,8,13,5,4,14,5,15,1,8,9,12,6,6,4,9,196
178,15,23,3,8,2,1,4,2,2,2,11,5,7,5,0,11,5,4,7,8,0,5,9,17,2,4,7,4,173
179,9,8,5,10,4,5,5,8,3,15,9,9,10,8,5,10,15,15,14,24,21,12,33,10,42,8,13,9,339
180,3,5,2,11,3,5,5,3,4,4,6,5,7,8,6,14,9,5,8,7,7,7,9,10,8,8,10,7,186
181,2,6,2,13,1,1,1,1,2,6,2,8,8,8,2,5,4,6,3,5,4,3,0,0,6,3,3,5,110
182,11,7,1,27,1,3,1,1,2,11,11,7,7,12,8,24,7,11,13,13,5,15,14,8,6,8,14,16,264
183,4,4,4,5,3,1,1,1,2,6,3,7,7,5,3,1,4,8,4,1,0,1,0,1,5,6,0,1,88
184,8,7,1,17,3,2,4,2,7,31,2,7,4,7,5,12,4,6,5,17,7,7,0,7,12,11,9,26,230
185,6,5,4,13,3,4,2,1,2,2,1,7,2,12,4,13,5,9,4,15,4,6,4,4,7,10,5,9,163
186,4,11,4,2,0,4,1,1,2,8,1,8,7,7,4,9,5,10,4,9,9,8,6,6,3,5,4,7,149
187,5,5,2,7,7,6,8,5,2,15,16,12,9,6,8,8,14,6,12,8,3,2,8,3,8,8,11,5,209
188,6,11,2,8,2,2,1,1,7,3,5,7,5,14,15,6,8,9,6,13,10,13,8,10,10,7,11,8,208
189,6,6,8,5,10,6,5,4,6,9,6,6,5,6,2,5,3,4,2,5,5,6,5,3,4,7,3,6,148
190,7,5,2,2,2,2,2,2,5,7,4,5,4,9,2,4,1,4,3,6,7,4,0,6,5,4,9,4,117
191,8,17,10,24,4,3,4,5,14,5,6,12,6,8,5,14,12,12,8,8,6,5,19,3,13,3,18,9,261
192,7,5,2,5,7,5,7,3,7,6,6,10,5,15,4,20,5,19,18,22,4,12,8,14,7,12,9,12,256
193,10,6,4,17,3,1,2,3,3,1,9,9,12,14,3,6,5,4,9,3,4,6,9,13,2,6,6,10,180
194,6,3,2,5,0,2,3,2,3,6,3,12,10,14,7,15,4,11,2,16,0,5,0,6,5,5,6,9,162
195,5,5,2,6,1,3,2,5,6,7,4,10,7,8,0,10,6,7,6,5,3,7,5,9,5,8,6,15,163
196,6,5,5,4,3,1,1,1,3,3,4,22,6,10,0,11,4,8,7,9,3,7,6,15,3,8,10,5,170
197,12,3,4,7,1,1,1,1,3,6,3,2,5,3,6,0,1,3,2,1,4,2,2,1,2,1,5,5,87
198,9,4,2,12,1,1,7,7,3,6,13,4,5,3,7,2,1,8,9,12,7,5,0,8,7,3,5,3,154
199,2,4,1,14,1,1,1,1,3,1,2,9,1,2,0,0,1,4,1,5,2,2,0,0,2,7,5,8,80
200,6,4,2,10,3,3,7,1,3,3,5,8,5,5,4,9,6,7,4,13,4,8,7,13,7,4,12,10,173
201,4,8,7,11,8,1,3,12,10,8,7,5,13,14,6,16,4,13,17,14,8,14,7,12,16,7,12,10,267
202,8,4,9,4,1,1,1,1,3,14,6,6,9,5,0,6,4,3,8,2,0,4,0,4,4,3,7,9,126
203,5,3,2,4,2,2,2,2,2,6,3,4,5,10,0,0,2,6,2,8,1,0,0,0,3,3,3,4,84
204,10,6,3,4,5,1,1,1,8,4,4,8,5,8,11,6,3,8,5,4,4,8,6,5,5,5,2,5,145
205,5,8,2,6,1,1,1,1,6,3,4,3,7,4,2,6,3,4,4,4,2,9,0,13,3,4,5,5,116
206,5,3,2,1,1,1,2,1,2,4,4,5,2,6,0,0,5,3,1,3,1,7,4,0,3,3,5,4,78
207,7,6,8,12,3,3,4,7,6,12,2,24,4,14,4,14,6,17,4,15,5,10,4,8,6,12,2,12,231
208,6,14,2,14,7,7,7,7,11,18,4,10,9,12,0,0,14,12,6,14,9,14,11,11,4,9,12,9,253
209,6,8,2,29,1,1,1,3,3,8,6,8,5,5,0,10,6,16,7,11,7,6,6,10,5,7,9,10,196
210,7,7,4,9,4,1,2,2,2,3,3,11,5,6,7,15,5,9,3,9,4,8,7,8,4,13,8,24,190
211,5,8,2,10,1,4,2,2,12,12,12,14,6,7,9,13,3,10,7,16,13,6,5,10,5,9,8,6,217
212,6,5,2,17,3,3,2,3,3,5,5,9,5,6,3,5,4,7,7,13,4,7,2,3,6,8,4,9,156
213,10,5,2,15,1,3,2,1,3,5,1,8,7,7,4,11,8,6,4,4,4,7,4,7,4,4,3,7,147
214,8,8,2,20,1,3,2,2,3,5,9,15,5,8,7,7,9,8,5,8,8,6,3,6,8,6,3,10,185
215,8,7,2,13,1,3,4,3,11,6,4,12,7,7,3,16,9,7,5,9,4,10,5,6,10,11,4,6,193
216,15,6,5,6,1,2,5,3,6,4,7,7,4,7,7,12,3,5,3,6,6,8,3,6,6,7,6,11,167
