"","word","n"
"173","una moneda porque es de plata y redonda",1
"174","una moneda porque es muy brillante",1
"175","una moneda porque es redonda y puede ser de plata",1
"176","una moneda, porque las monedas estan hechas de plata",1
"177","una moneda que brilla",1
"178","un anillo de plata",1
"179","una pelota *** (chapada) en oro",1
"180","una pelota color plata",1
"181","una pelota cuadrada",1
"182","una pelota de color de plata",1
"183","una pelota de color plateada",1
"184","una pelota de pelos",1
"185","una pelota de plata",1
"186","una pelota de plata o puede tener oro",1
"187","una pelota de plata que no rebota",1
"188","una pelota hecha de plata",1
"189","una pelota hecha de plata pero no existen",1
"190","una pelota para playa",1
"191","una pelota que parece de plata por su color",1
"192","una persona que tiene mucha plata pero como la persona es pelota, se dice pelota de plata",1
"193","una planta circular",1
"194","un balon",1
"195","un nino de plata",1
"196","un oro",1
"197","un robot",1
"198","yo digo que es pelota de hierro porque es un poco mas parecida a la plata",1
"199","yo digo que seria la luna",1
"200","yo en mi caso elegi la luna porque pues es circular y se puede ver blanca o platiada es tener imaginacion",1
"201","yo le entiendo una medalla",1
"202",NA,1
