"line","word"
176,"que su hermano grita mucho y todo lo que dice tiene que ver con pelotas"
177,"que su hermano grita y llora mucho"
178,"que mi hermanita grita"
179,"grita siempre me grita"
180,"que un nino llora y grita cuando no le hacen caso o algo asi"
181,"que su hermano grita mucho"
182,"que su hermano grita mucho"
183,"que su hermano es muy enojon"
184,"que su hermano grita"
185,"porque es muy escandalosa"
186,"que se la pasa gritando"
187,"grita mucho"
188,"que su hermano siempre esta gritando"
189,"que es un griton"
190,"porque llora y grita y hace berrinches"
191,"mi hermanito es un nino que es de lo mejor de lo mejor"
192,"porque grita muchas veces"
193,"mi hermano es un griton"
194,"que su hermano es chico y todavia no puede razonar y todo lo resuelve a gritos"
195,"que ""mi hermana es una persona de gritos"""
196,"que su hermana todo el tiempo grita"
197,"que mi hermano grita mucho"
198,"que su hermano grita mucho"
199,"que llora y grita mucho"
200,"no es una pelota de gritos es namas una pelota para jugar."
201,"que mi hermanito esta triste :("
202,"que mi hermano pequeno grita muchisimo*"
203,"que mi hermanito grita mucho"
204,"porque su hermano grita mucho o todo el dia"
205,"que mi hermano nunca deja de gritar"
206,"que llora, que grita"
207,"que el hermanito bebe siempre grita"
208,"mi hermano grita mucho"
209,"porque todo tiene que ser una pelota"
210,"que mi hermano grita mucho"
211,"mi ? hermano se la pasa gritando"
212,"que los ninos chicos gritan mucho"
213,"porque es latoso"
214,"no para de gritar, o sea yo"
215,"que mi hermanito grita mucho"
216,"bueno si es bebe si y si no tambien grita y grita"
