"","word","n"
"367","un niño de plata",1
"368","un oro",1
"369","un pelota muy brillante",1
"370","un robot",1
"371","un trofeo",1
"372","un trofeo es de plata",1
"373","yo creo que es la luna porque la luna es como plateada",1
"374","yo creo que podrian ocupar la frase para decir que esa pelota es especial",1
"375","yo digo explosion",1
"376","yo digo que es pelota de hierro porque es un poco mas parecida a la plata",1
"377","yo digo que sería la luna  ",1
"378","yo en mi caso elegi la luna porque pues es circular y se puede ver blanca o platiada es tener imaginación",1
"379","yo escribi: ""la brillantina es una pelota de plata""",1
"380","yo le entiendo una medalla",1
"381","yo le puse luna, porque tiene un color muy bonito como la plata",1
"382","yo me imagino que un balon puede ser de plata o lo fabricaron de plata",1
"383","yo puse la luna porque en las noches se ve tan bonita y plateada",1
"384","yo puse luna porque la luna brilla mucho",1
"385",NA,1
