"","word","n"
"81","gato, perro, cabello, por su pelo*",1
"82","gato perro leon",1
"83","gato porque es de pelos",1
"84","gato porque es peludo *",1
"85","gato porque esta cubierto de pelos",1
"86","gato porque son peluditos",1
"87","gato porque son peludos",1
"88","gato porque tiene pelo*",1
"89","gato porque tiene pelos",1
"90","gato porque tiene pelos*",1
"91","gato, porque tiene pelos",1
"92","gatos porque hay gatos que parecen una bola de pelos",1
"93","gatos sueltan pelos",1
"94","gatos tienen mucho pelo",1
"95","hamster, porque el chiste es que tenga pelos",1
"96","hamster, porque tiene alrededor de su rostro pelo",1
"97","jamster porque tiene pelo",1
"98","juntando muchos pelos y hacerlos bolas",1
"99","la axila",1
"100","la bola de estambre porque tiene muchos pelos",1
"101","la cabeza",1
"102","la cabeza de chewbacca",1
"103","la cabeza esta llena de muchos pelos",1
"104","la cabeza porque tiene cabello",1
"105","la cabeza porque tiene cabellos",1
"106","la cabeza porque tiene mucho cabello",1
"107","la cabeza porque tiene mucho pelo",1
"108","la cabeza porque tiene muchos pelos",1
"109","la cabeza porque tiene pelo",1
"110","la de los gatos",1
"111","la mascota",1
"112","la parte de arriba de un arbol",1
"113","la pelota de picos ",1
"114","la ropa, porque puede que la ropa tenga muchas pelusas que parezcan pelos",1
"115","las cabezas de los demás",1
"116","las manos porque salen pelos",1
"117","leon, porque tienen mucho pelo*",1
"118","lo perros y la cabeza",1
"119","los gatos",1
"120","los gatos hacen pelotas de pelos cuando se lamben",1
"121","los gatos o perros tienen pelos",1
"122","los gatos porque tienen mucho pelo",1
"123","los pelos que se caen forman pelota de pelos porque a las mujeres se nos cae el pelo",1
"124","mi abuelita, es muy activa",1
"125","mi abuelito es una pelota de pelos",1
"126","mi amigo es una pelota de pelos, mi amigo es lo mejor",1
"127","mi axila porque tiene pelos",1
"128","mi cabello, porque cuando te peinas te puedes hacer chinos",1
"129","mi cabello porque esta hecho de pelos",1
"130","mi cabello porque se la pasa enredado ",1
"131","mi cabeza ",1
"132","mi cabeza es una pelota de pelos porque es, asi :)",1
"133","mi cabeza, porque tengo mucho cabello",1
"134","mi cabeza porque tengo mucho pelo",1
"135","mi cabeza, tiene mucho cabello",1
"136","mi cabeza tiene mucho pelo",1
"137","mi corazon",1
"138","mi gato",1
"139","mi gato porque suelta mucho pelo",1
"140","mi gato porque tiene pelos",1
"141","mi hermana, siempre se enoja",1
"142","mi hermanita porque se enoja mucho",1
"143","mi hermano porqué es ruidoso",1
"144","mi hermano porque tiene el pelo largo",1
"145","mi mamá",1
"146","mi mama o mi hermano",1
"147","mi mama porque tiene mucho pelo",1
"148","mi oso panda",1
"149","mi papa, porque a veces esta peludo",1
"150","mi papá, un chango, un gato, un león, un gorila",1
"151","mi perrito",1
"152","mi perrito porque es gordo y peludo*",1
"153","mi perro",1
"154","mi perro, esta lleno de pelos",1
"155","mi perro porque tiene mucho pelo",1
"156","mi perro porque tiene muchos pelos",1
"157","mi perro porque tiene pelos",1
"158","mi primo es una pelota divertida",1
"159","mi primo porque puede ser tambien su primo",1
"160","mi primo tiene pelos",1
"161","mi vecina porque, que sé?",1
"162","mono, porque es peludo*",1
"163","muchos pelos, porque una pelota es como mucho",1
"164","nada",1
"165","nada porque no existen esas pelotas",1
"166","no contesto",1
"167","no existe",1
"168","no lo se",1
"169","no lo sé es como si fuera de que el balón está duro",1
"170","no respondio",1
"171","no se me ocurre nada",1
"172","no se me ocurre ninguna",1
"173","no sé, no se me ocurre otra cosa",1
"174","no se porque dije mascota",1
"175","o sea que es una pelota peluda",1
"176","oso de peluche porque tiene mucho pelo",1
"177","oso, es peludo",1
"178","otra puede ser mi perro tiene mucho cabello y esta gordito",1
"179","otro gato.",1
"180","papá (jajajaja) la verdad no sé, solo lo puse porqué no pensaba en nada mas",1
"181","papa, porque cuando se enoja se le paran los pelos",1
"182","papa, porque se peina para arriba",1
"183","para un perro",1
"184","pasto porque le sale mucho pasto y parece",1
"185","pasto, porque tiene mucha hierba que parece pelo",1
"186","pelota",1
"187","pelota con hilos",1
"188","pelota de piojos porque es algo del cabello",1
"189","pelota de volleyball, pelota de tennis, baseball, y football",1
"190","pelota suave, algunos pelos son suaves",1
"191","peluche, porque es peludo",1
"192","perrito porque tiene muchos pelos*",1
"193","perro*",1
"194","perro, cabeza, rata, hamster, conejo, ratón.",1
"195","perro, es un animal peludo",1
"196","perro, hamster, oso o monos",1
"197","perro o hamster",1
"198","perro o hamster porque tienen muchos pelos*",1
"199","perro, porque es muy peludo",1
"200","perro porque esta cubierto de pelos",1
"201","perro porque esta lleno de pelos",1
"202","perro porque esta muy peludo",1
"203","perro porque los perros tienen pelo en la cabeza",1
"204","perro porque puede ser algo gordito y tiene pelo",1
"205","perro porque puede tirar pelos por todos lados*",1
"206","perro porque se hacen bolita y tienen pelo",1
"207","perro porque son muy peludos*",1
"208","perro porque tiene muchos pelos",1
"209","perro, porque tienen mucho pelo*",1
"210","perro, porque tienen pelos",1
"211","perro porque tiene pelos",1
"212","perro porque ya que todo lo ve como una pelota todo es una pelota",1
"213","perro que lo saco a pasar",1
"214","perros porque tienen mucho pelo",1
"215","perro tiene mucho pelo",1
"216","perro tiene muchos pelos*",1
"217","perro tiene pelos",1
"218","podria ser una esponja",1
"219","podria ser un conjunto de pelos acumulados en forma de pelota*",1
"220","podria ser un perro o un animal porque tienen mucho pelo los perros y una pelota es como decir mi perro es una bola de pelos",1
"221","por ejemplo mi perro es una pelota de pelos",1
"222","porque el perro puede tirar pelotas",1
"223","porque está lleno de pelo de la cabeza hasta la cola",1
"224","porque la pelota es de pelos.",1
"225","porque no",1
"226","porque no tiene pelos",1
"227","porque se le cae el pelo",1
"228","porque tiene mucho pelo",1
"229","porque tiene mucho pelo, es una pelusa o perrito en cachorro",1
"230","porque una pelota de pelos la puede tener todos",1
"231","porque una pelota no tiene pelos",1
"232","puede ser como una pelota de pelos porque puede ser así",1
"233","puede ser muy suave",1
"234","puede ser que haya muchas cosas con pelo o la pelota",1
"235","pues un pájaro porque es muy peludo",1
"236","pulsera puede ser algo de pelos",1
"237","que es muy peludo",1
"238","que es suave ",1
"239","que esta bonita y es una de sus preferidas",1
"240","que esta chida está de ¡pelos!",1
"241","que está hecha de pelos",1
"242","que es una pelota",1
"243","que hay cosas con muchos pelos, como el perro o gato",1
"244","que la pelota tiene pelos",1
"245","que mi mamá tiene pelo en la cabeza",1
"246","que se le sueltan los pelos",1
"247","que se puede peinar",1
"248","qué son pelotas cualquiera",1
"249","que tiene mucho pelo",1
"250","que tiene muchos pelos",1
"251","que una pelota tiene pelos",1
"252","rata",1
"253","saltar, gritar, etc.",1
"254","se le cae el pelo o porqué tiene mucho pelo",1
"255","sería como una mascota",1
"256","sería una pelota hecha de pelos",1
"257","si",1
"258","significa que su papá es porque son peludos",1
"259","sin respuesta",1
"260","solo el perro",1
"261","su cabello, porque esta cubierto de pelos",1
"262","su cabeza",1
"263","su mascota",1
"264","su mascota porque se esponja",1
"265","su papá es de pelos",1
"266","su papa porque los hombres tienen pelos en las piernas y el pecho",1
"267","su pc porque el niño se divierte",1
"268","su perro",1
"269","su perro, porque tiene pelos",1
"270","sus primos porque son buenos",1
"271","tal vez los arboles (porque algunos son redondos y suaves)",1
"272","tal vez su amigo es muy importante",1
"273","tennis porque es un tipo de pelota que tiene pelitos",1
"274","tia porque tiene mucho cabello",1
"275","tiene muchos pelos o podria ser un animal",1
"276","tiene una pelota de pelos está bien chida",1
"277","trapeador",1
"278","tu cabeza",1
"279","tu porque eres la única que falta",1
"280","una bola con pelos",1
"281","una bola de estambre o una cabeza de pelo",1
"282","una bola de estambre porque tiene forma de pelos",1
"283","una bola de pelos",1
"284","una bola de pelos de gato",1
"285","una bola de pelos porque es como una bola de pelos de tu gato o cuando se te cae el cabello y formas una bolita con el",1
"286","una bola de pelusa",1
"287","una bola llena de pelos",1
"288","una bolsa porque hay bolsas que son muy padres o tienen muchos pelitos",1
"289","una cabellera pues porque tiene pelos",1
"290","una cabeza",1
"291","una cabeza o cabello, porque la cabeza es la pelota y los pelos son los cabellos",1
"292","una cabeza porque hay mucho pelos, un juguete que sea de pelos u otra cosa, etc",1
"293","una cabeza porque tiene pelos",1
"294","una cabeza, porque tiene pelos",1
"295","una cabeza tiene muchos pelos",1
"296","una cabez con muchos pelos",1
"297","una cosa tiene pelo",1
"298","una mascota",1
"299","una mascota porque mi mascota es una bola de pelos bueno está peluda",1
"300","un amigo porque puede tener mucho pelo",1
"301","un animal con mucho fuego",1
"302","un animal grande redondo pelos",1
"303","un animal, perro, gato, cebra porque tienen pelos*",1
"304","un animal porque los animales tienen pelos",1
"305","un animal porque tiene pelos",1
"306","una pelota con líneas delgadísimas porque así es el cabello",1
"307","una pelota de gatos",1
"308","una pelota de lana porque tiene forma de pelota y tiene tipo de pelos",1
"309","una pelota de oro, porque una pelota de pelos nadie la quiere",1
"310","una pelota de pelo no se puede porque se desata ",1
"311","una pelota de pelos porque se parecen",1
"312","una pelota grande depende a que se refiera de pelos o el pelo ",1
"313","una pelota llena de pelos porque la llenaron de pelos",1
"314","una pelota pinpojos",1
"315","una pelota que le cayó pelo de la peluqueria",1
"316","una pelota que se le pegaron pelos del piso *",1
"317","una pelota que tiene de adorno pelos",1
"318","una pelota que tiene pelitos porque tiene pelitos por todas partes",1
"319","una pelota que tiene pelos",1
"320","una pelota traviesa y gritona",1
"321","una pelota y otra pelota porque es la pelota con doble pelota",1
"322","una peluca de pelos",1
"323","una persona de pelos, porque pelota es como decir persona",1
"324","una persona porque suena como una persona",1
"325","una persona y animal. porque seria divertido",1
"326","una rebelion de cabello",1
"327","un balón con picos porque parecen pelos",1
"328","un balón de espinas porque tendría mucha similitud",1
"329","un cabello con muchos pelos, un jamster, un conejo",1
"330","un círculo porque es redondo como las pelotas",1
"331","un coco porque es redondo y tiene pelos",1
"332","un enrredadero de cabello porque se enreda cada vez mas",1
"333","un erizo, tiene muchos pinchos",1
"334","un gatito porque los gatos  tienen muchos pelos",1
"335","un gato creo",1
"336","un gato o un perro",1
"337","un gato porque ellos tienen muchos pelos ",1
"338","un gato porque es muy peludo",1
"339","un gato porque sacan bolas de pelo",1
"340","un gato,porque tiene pelo",1
"341","un gato, porque tiene pelos",1
"342","un gato, porque tiene pelos*",1
"343","un gato porque tiene pelos al igual que el perro",1
"344","un gato tiene pelos",1
"345","un gato, un hamster, una rata y un cote, porque tienen mucho pelo",1
"346","un hamster, porque perro ya se ocupa mucho",1
"347","un kiwi porque los kiwis son un poco redondos y tienen pelito por afuera",1
"348","un leon, porque tiene mucho pelo",1
"349","un lobo porque tiene pelos",1
"350","un maniqui con una peluca",1
"351","un miembro familiar con mucho cabello",1
"352","un monton de pelos",1
"353","un oso",1
"354","un oso porque está gordo y peludo",1
"355","un oso, un lobo son animales que necesitan su pelo para cubrirse.",1
"356","un pajaro",1
"357","un peluche",1
"358","un peluche, porque algunos son redondos y tienen el pelo suave",1
"359","un peluche, una almohada, el algodon, etc, porque tienen pelos pero de diferente material",1
"360","un perro con pelos",1
"361","un perro con pelos porque tiene mucho pelo",1
"362","un perro esta cubierto de pelos",1
"363","un perro gordo",1
"364","un perro gordo porque la pelota de pelos podría ser un perro gordo",1
"365","un perro, los perros tienen mucho pelo en todas partes",1
"366","un perro o la barba de mi papa",1
"367","un perro porque el perro tiene muchos pelos",1
"368","un perro, porque rima con la otra palabra",1
"369","un perro porque tiene muchos pelos",1
"370","un perro porque tienen muchos pelos",1
"371","un perro, porque tiene pelos",1
"372","un perro porque un perro puede ser gordo y tiene mucho pelo",1
"373","un perro, un peluche, un gato, etc",1
"374","un perro york o un poodle porque tienen mucho pelo, pero el que mas peludo está, es el york.",1
"375","un puerco espin, porque es como una pelota con pelos",1
"376","yo creo que puede ser mi cabello porque es mucho",1
"377","yo digo que puede ser el estambre porque se puede hacer como una pelota",1
"378","yo porque alegro el dia a mis amigos",1
"379"," uno mismo por no cortarse el pelo",1
"380",NA,1
