"","word","n"
"130","si, porque lo revise 3",1
"131","si, porque puede referirse al sentido figurado como el poema, esta escrito en figurado o literal",1
"132","si, porque puede ser una persona",1
"133","si, porque se esta refiriendo a cosas",1
"134","si, porque se inspira",1
"135","si, porque se le entiende a lo que dice",1
"136","si, porque se refiere a objetos",1
"137","si, porque se refiere a que su mama canta",1
"138","si, porque se refiere a su mama",1
"139","si, porque si",1
"140","si, porque si con pelotas se refieren a personas entonces si, porque las mamas siempre cantan",1
"141","si, porque si da sentido eso de pelotas",1
"142","si, porque si rima",1
"143","si, porque si se entiende",1
"144","si, porque son juguetes",1
"145","si, porque suena muchas veces",1
"146","si, porque tal vez se refiere a que rebota",1
"147","si, porque te diviertes jugando con ella.",1
"148","si, porque tiene algo de sentido",1
"149","si, porque tiene muchas curvas",1
"150","si, porque tiene muchas rimas",1
"151","si, porque tu mama puede cantar",1
"152","si, porque tu te puedes expresar",1
"153","si, porque una pelota representaria un objeto cualquiera",1
"154","si, porque un poema tiene tipos de textos, literal y figurado, en figurado es: mi mama canta",1
"155","si, porque va diciendo todo con la frase pelota",1
"156","si, quiere decir que su mama es una persona que canta",1
"157","si, se refiere a jugar",1
"158","si, tiene sentido porque si pones una persona tiene sentido",1
"159","si, tiene un poco de sentido",1
"160","un senor que esta gordito y canta",1
"161",NA,1
