"line","word"
170,"puse el dinero porque la plata cuesta dinero"
171,"pues es una dadega"
172,"es dinero se puede decir plata y dinero"
173,"significa algo muy bonito que no se puede romper"
174,"que es muy valorada"
175,"porque es una pelota bonita y de plata"
176,"pelota de plata es la luna porque el sol es una pelota de fuego"
177,"cartera o dinero"
178,"una moneda"
179,"que tiene mucho dinero"
180,"le puse luna porque tiene casi el mismo color"
181,"que es una persona fuerte"
182,"es dura"
183,"es alguien una persona que quieras como tu mama o un amigo"
184,"que la pelota es dura"
185,"el dinero"
186,"que es duro como la plata"
187,"persona muy importante"
188,"que algo redondo puede ser de plata como accesorios"
189,"que vale mucho"
190,"es como el ejemplo para su hijo y es casi de oro porque trabaja"
191,"nunca se rinde"
192,"es una pelota de estado bueno"
193,"es una persona rara"
194,"porque es brillante en la oscuridad"
195,"ese una persona de plata"
196,"una moneda porque es redonda y puede ser de plata"
197,"una pelota hecha de plata pero no existen"
198,"que el oro es como la plata solo tiene mas valor y diferente color"
199,"que te da dinero por eso puse cartera"
200,"no es una pelota normal de telas de aire"
201,"porque la plata se parece a la luna"
202,"porque algunas de las canicas estan hechas de metal y parecen plata"
203,"la pelota de plata es la luna porque es de plata el color de la luna"
204,"porque la luna se ve como metal"
205,"que es una perla que encuentras en el mar"
206,"una moneda, porque las monedas estan hechas de plata"
207,"porque mi papa es muy bueno y paciente conmigo asi que para mi, el esta hecho de plata"
208,"hay monedas de plata ?no?"
209,"porque las pelotas no son de plata"
210,"que es muy brillante"
211,"porque las canicas a veces son de plata"
212,"una canica de plata"
213,"no se"
214,"mi alma es de un guerrero"
215,"mi papa porque es muy bueno conmigo"
216,"bueno la luna esta brillante como la plata"
