"","word","n"
"197","pelota padre",1
"198","pelota pesada o brillante",1
"199","pelota que brilla",1
"200","podia ser una moneda de plata o una cadenita de plata",1
"201","podria dar una referencia a la luna",1
"202","podria ser por que la moneda tiene valor",1
"203","podria ser una cadena de plata",1
"204","pongo dinero porque es como un pelota de plata",1
"205","por q si brother ",1
"206","porque desde lejos es como de plata",1
"207","porque el aire es valioso.",1
"208","porque el aluminio tiene un tono plateado y brilla con el sol",1
"209","porque el cerebro se considera la parte rigida y coherente del ser humano.",1
"210","por que el cristal brilla como la plata.",1
"211","por que el frio se puede comparar con la plata en su explendor",1
"212","porque el mundo solo es una parte del universo",1
"213","por que el plato es redondo",1
"214","porque el sol es de fuego y la luna es de color de la plata",1
"215","porque en la vida real es mi hermano gemelo y tendria sentido que lo mencionara suponiendo que yo escribiera ese texto.",1
"216","porque es algo de plata",1
"217","por que es algo de plata como una moneda",1
"218","porque esa valiosa",1
"219","porque es blanca con gris y brilla, la plata es mas o menos asi.",1
"220","porque es color gris tirandole a plateado",1
"221","por que es color gris y es muy valiosa para nosotros e importante",1
"222","por que es como color gris y la plata es gris",1
"223","por que es de color plata",1
"224","por que es de hierro la escultura y puede ser redonda",1
"225","por que es de plata",1
"226","por que es dura de liviar",1
"227","por que es fuerte pero no lo suficiente para que no se rompa",1
"228","porque es la luna",1
"229","porque es mi modelo a seguir",1
"230","por que es muy valiosa",1
"231","porque es muy valioso",1
"232","por que es sentido figurado a algo creo que por una moneda",1
"233","porque este es como los hombres puede ver una mujer, sola una cosa linda.",1
"234","porque es una coso hecha de metal y es color plata.",1
"235","por que es una pelota de plata",1
"236","por que es una pelota de plata y no rebota",1
"237","porque es un mundo de dienro",1
"238","por que la anterior decia que era el sol entonces lo contrario del sol es la luna",1
"239","porque la comida vale mucho",1
"240","por que la copa de la liga mx es de plata",1
"241","porque la luna brilla como la plata y es precisamente una pelota",1
"242","porque la luna es asi",1
"243","por que la luna es blanca y la plata tambien",1
"244","porque la luna es blanca y parece plata",1
"245","porque la luna es color plateado",1
"246","por que la luna es de un color similar a la plata",1
"247","por que la luna es grande y brilla",1
"248","por que la luna es gris",1
"249","por que la luna esta de color gris y es redonda",1
"250","por que la luna es una bola brillante",1
"251","por que la luna parece estar ",1
"252","porque la luna tiene como color de plata y es al vez muy valiosa",1
"253","por que la luna tiene un color plateado o gris",1
"254","por que la luna tiene un lijero tono de plata",1
"255","porque la luna tiene un tono plateado y es lo contrario al sol",1
"256","porque la lun brilla igual que la plata",1
"257","por que la moneda es de plata",1
"258","por que la moneda esta echa de plata y tiene una forma redonda",1
"259","porque las canicas pueden ser de metales",1
"260","por que la soledad es un tesoro que se deb de aprovechar y usarse.",1
"261","porque lo primero que se me viene a la cabeza seria un anillo de plata",1
"262","porque los abuelos tienen canas y son como plata.",1
"263","por que mi hermana vale mucho para mi",1
"264","porque mi hermano tiene mucho valor para mi.",1
"265","por que mi padre es alguien fuerte como la plata",1
"266","porque mi trofeo es de plata",1
"267","por que no se me ocurrio nada mas",1
"268","por que siempre dicen que la luna es de plata",1
"269","porque soy brillante",1
"270","por que te dise sobre los demas",1
"271","porque tiene cabello de plata",1
"272","por que tiene valor y te ayuda",1
"273","por que una moneda tiene forma de circulo y estan hechos de plata",1
"274","por que un balin es como una pelota y es de color plata",1
"275","por que vale mucho y muchos no lo aprecian",1
"276","por que vale plata",1
"277","porque ya establecimos que a todo le esta diciendo pelota, y los collares pueden ser de plata",1
"278","por que ya esta byyejito",1
"279","puede ser el balon de oro que les dan al mejor jugador",1
"280","puede ser una medalla o una esfera color metalico :v",1
"281","puede ser una moneda por que existen monedas de plata",1
"282","puede ser un modena por que exsiste demadera",1
"283","pues el dinero es plata",1
"284","pues el lo unico a lo que le vi sentido, no como a todo lo demas",1
"285","pues es una pelota que esta echa de plata",1
"286","pues es una pelta coor plata y my chica",1
"287","pues es una simple pelota",1
"288","pues la hermana en el mayor de los casos es la que pide mas cosas y para cosas se necesita dinero",1
"289","pues la luna brilla como plata",1
"290","pues la luna tiene forma de pelota, y su color es parecido a la plata.",1
"291","pues pelta de plata",1
"292","pues pense en un jardinero por que hace el mantenimiento de las plantas",1
"293","pues podria ser la luna porque es redonda y de color gris.",1
"294","pues porque la luna tiene un ligero color plateado",1
"295","pues puse su tia porque eran personas de su familia",1
"296","pues q es algo q parece una pelota pero es un fruto o otra cosa alv",1
"297","pues que es todo tu efuerzo lo que ases",1
"298","pues que siempre esta brillando y siempre se refleja siempre sobresale",1
"299","pues tal vez la medalla esta llena de plata.",1
"300","pues una moneda",1
"301","pues una perla xd",1
"302","pues yo lo puse, por que mi cerebro en si es el que piensa, razona, es inteligente, algo apreciado, y lo di como referencia como algo importante.",1
"303","puez por que asi lo es un huevo",1
"304","puse ""la luna"" porque es redonda y su color parece un plata",1
"305","puse luna, por nque es redonda y su color le tira al plteado siendo asi una metafora",1
"306","puse mi abuela porque la plata me recuerda algo valioso y con edad.",1
"307","q hay una bolita de aluminio",1
"308","q la pelota es color amarilla",1
"309","que bale la pena",1
"310","que brilla",1
"311","que brilla, y te llama la atencion",1
"312","que como es plata parece moneda o suena como una moneda",1
"313","que como la luna es plateada por eso es una pelota de plata",1
"314","que el papa podria ser una pelota muy cara por que esta hecho de plata",1
"315","que eres un sol y que eres muy bonito",1
"316","que es abuelo",1
"317","que es algo muy preciado",1
"318","que es algo nuevo",1
"319","que es algo pesado que no es una persona.",1
"320","que es algo que vale mucho",1
"321","que es algo redondo pero de plata",1
"322","que es algo valiosa y se puede jugar con ella",1
"323","que es alguien que vale mucho o alguien que es pesado",1
"324","que es algun objeto que vale mucho y es valioso como la pelota",1
"325","que esa persona es muy valiosa por eso es la pelota de plata :v",1
"326","que es brillante",1
"327","que es cara la agua que es muy escasa",1
"328","que es cara y cuesta mucho",1
"329","que es de alto valor",1
"330","que es de gran importancia",1
"331","que es de menor valor que la de fuego, menos importancia quizas",1
"332","que es diferentes a las demas",1
"333","que es dura o aguanta",1
"334","que es importante",1
"335","que es la luna",1
"336","que es muy brillante",1
"337","que es muy dura",1
"338","que es muy importante",1
"339","que es muy poderoso en cuanto a lo que puede hacer por la familia.",1
"340","que es muy valioso",1
"341","que es plateada",1
"342","que es sincero",1
"343","que esta circular y brilla mucho",1
"344","que esta echa de plata",1
"345","que esta tarquilo/a",1
"346","que es una escultura de plata",1
"347","que es una moneda de plata",1
"348","que es una pelota",1
"349","que es una pelota de color blanco",1
"350","que es una pelota de plata",1
"351","que es una pelota magica o especial",1
"352","que es una pelota muy cara o con un sentimiento muy grande que es especial",1
"353","que es una pelota pesada y brillante",1
"354","que es una pelota que es muy valiosa y que representa varias cosas",1
"355","que es una pelota que vale mucho",1
"356","que es una pelota rica en cuestion de dinero",1
"357","que es una pelota similar ah una de plata por su color o otras caracteristicas",1
"358","que es un aro hecho de plata, son los que utilizan los del circo",1
"359","que es valiosa",1
"360","que hay dinero en mi cartera",1
"361","que hay mucha plata",1
"362","que la luna al brillar parece plata",1
"363","que la luna es de color gris y brilla ligeramente en la noche",1
"364","que la luna es gris y plata tambien y es muy bonita",1
"365","que la luna es plateada",1
"366","que la luna tiene u tono gris",1
"367","que la noche tiene color parecido a la plata",1
"368","que la pelota es de plata",1
"369","que la pelota es dorada",1
"370","que la pelota le gustan las plantas",1
"371","que la pelota vale mucho",1
"372","que mi casa es un lugar muy bonito y muy balioso tanto como la plata",1
"373","que puede llegar a ser la casa",1
"374","que puede que sea una referencia a algo de plata",1
"375","que puede ser algo de plata",1
"376","que puede ser una bola",1
"377","que puede ser una pelota de plaata oy eso te hece rico",1
"378","que se puede interpretar como la luna",1
"379","que se refiere a aigo que tenga vida como un arbol",1
"380","que si se llega a romper no se podria recupererar ya que es muy cara",1
"381","que son selos",1
"382","que su hermano tiene una pelota de plata",1
"383","que te ganaste un trofeo en forma de una pelota de plata",1
"384","que tiene mucho valor aquel objeto",1
"385","que tiene un significado para ti",1
"386","que tiene un temple o una conciensia limpia",1
"387","que todas las pelotas son importantes",1
"388","que una plata",1
"389","que vale mucho :3",1
"390","que vale mucho dinero",1
"391","que vale mucho para una persona",1
"392","quiere decir un balon echo de plata como cuando juegas en un campeonato de futbol o asi",1
"393","quiere hablar de una canica",1
"394","qwewqe",1
"395","refiriendose a el dinero",1
"396","s",1
"397","sa bra",1
"398","se a de pareser a una moneda",1
"399","sentido de oro",1
"400","seria muy brillosa la pelota",1
"401","si",1
"402","si el sol es una pelota de fuego ya que es caliente la luna tiene apariencia plateada en la noche",1
"403","siempre coparan a la luna como un circulo pateado y muy brillante, y se puede sacar la respuesta a traves de observar lo demas.",1
"404","si eres rico puedes",1
"405","si una pelota de fuego es el sol, la de plata es la luna por ser blanca",1
"406","su hermana tiene mucho dinero por eso ella es una pelota de plata",1
"407","tal vez sea por su color",1
"408","tiene q ver con todo",1
"409","tiene referencia al color de la luna o como la vemos por el reflejo del sol, brillante a la vista humana por la lejania y el reflejo",1
"410","tiene talento como hector cristian",1
"411","tiene un significado importante para uno mismo",1
"412","tonteria",1
"413","tus hojos son una pelota de plata",1
"414","una bala de plata",1
"415","una bola de plata",1
"416","una cosa grande y apreciada",1
"417","una jarra que es como una pelota",1
"418","una joya",1
"419","una moneda",1
"420","una naranga apachurada",1
"421","una pelota briullante",1
"422","una pelota color plata",1
"423","una pelota conformada con plata",1
"424","una pelota de color gris",1
"425","una pelota de material de plata",1
"426","una pelota de plata es una pelota de plata",1
"427","una pelota de un metal precioso",1
"428","una pelota dura",1
"429","una pelota dura de plata",1
"430","una pelota hecha de plata",1
"431","una pelota muy costosa",1
"432","una pelota muy pesada",1
"433","una pelota que es de plata",1
"434","una pelota que esta hecha de plata",1
"435","una persona u objeto muy dificil de vencer o romper, alguien de terminar",1
"436","un premio",1
"437","un premio de un juego de futbol",1
"438","un tesoro",1
"439","vale mucho",1
"440","vale mucho por que es de plta",1
"441","valiosa",1
"442","valor",1
"443","ya que la luna es plateada",1
"444","yo creo que come se esta refiriendo en la primera frase al sol en la segunda como la luna tiene color plata yo pienso que se refiere a la luna",1
"445","yo creo que es la luna",1
"446","yo puse la vida porque es algo valioso tenemos pero que no todos saben como sacarle provecho.",1
"447","yo puse que la frase se podria referir a la luna debido a su color y lo brillante que es.",1
"448","yo soy como una pelota de plata en el fut bol",1
